names,B_A,C_A,D_A,E_A,C_B,D_C,E_D
A1BG,-0.803724324,-0.986366214,-1.109007133,-0.33910584,-0.111250492,-0.017523025,0.640814216
A1BG.AS1,-0.108044738,-0.615616399,-0.648064314,-0.490665025,-0.240026731,-0.001950337,0.088050132
A2M,-3.685490225,-2.030410099,-1.760059418,-1.436267623,0.462089423,0,0.100688518
AAAS,1.85599755,1.770107256,1.772011503,1.456573889,-0.080416172,0.001110138,-0.306721414
AACS,-0.520173117,0.54174123,0.815727733,1.131727807,1.013703884,0.08648347,0.292093693
AAGAB,1.788855851,1.599227091,1.596205975,1.321490209,-0.168009222,-0.001414127,-0.259289603
AAK1,-2.709182994,-2.332219392,-2.310258391,-1.040109524,0.339964814,0.010101784,1.238480085
AAMDC,-0.619460223,-0.706104778,-0.923573333,0.164829914,-0.047929826,-0.026258994,0.921976164
AAMP,2.245472534,2.171997927,1.978314064,1.305213274,-0.067058233,-0.101561945,-0.651368549
AANAT,0.022312096,0.332927713,-0.777696036,-1.147090544,0.08135712,0,-0.143332738
AAR2,0.631861336,0.266802467,-0.078638405,-0.725789697,-0.298961912,-0.112043663,-0.604571617
AARS1,3.856223239,3.501372317,3.789756448,3.98104387,-0.274432351,0.077567927,0.160658762
AARS2,0.961505358,0.504865427,0.651060633,0.054655556,-0.389091759,0.04817155,-0.557760033
AASDH,-0.234170891,-0.456263128,-0.337301689,0.132662353,-0.187910829,0.046626907,0.447902786
AASDHPPT,0.924389398,0.89492627,0.864528574,0.243445832,-0.026409512,-0.014406796,-0.59914767
AASS,-2.032919153,-1.598886298,-1.048215088,-0.615264855,0.26924471,0.075945844,0.336046462
AATBC,0.349240493,-0.860453547,-1.052834562,-0.799949355,-0.628572583,-0.007174613,0.109749166
AATF,1.175006508,0.674026234,0.541507029,0.052742441,-0.450550997,-0.054145359,-0.464892703
AATK,0.063227596,-0.46082263,-0.681263695,-0.533972037,-0.170129465,0,0.0476088
ABAT,0.650872097,1.228451382,0.769166721,0.906543669,0.49203819,-0.156190628,0.124945143
ABCA1,-6.666232049,-1.663969216,-4.68148724,-0.860378496,4.645830937,-0.221256926,2.692916446
ABCA10,-1.564264929,-2.753117667,-2.55857961,-2.471607511,-0.469416998,0,0.024644435
ABCA11P,-0.516130621,-0.205527034,-0.092426772,-0.357577568,0.222776585,0.023131033,-0.230001133
ABCA12,1.020400348,2.777723482,2.637693766,2.390926071,0,0,0
ABCA13,-1.429036972,-1.829191824,-3.660027871,-1.332672318,-0.06388292,0,0.483901099
ABCA17P,0.876167746,-1.454967688,-0.190075822,-0.148919888,-1.54753114,0,0.012859539
ABCA2,-1.531206133,-1.762627535,-2.034025458,-0.596959708,-0.122492696,-0.029116192,1.202784738
ABCA3,-1.37170629,-1.079540488,-0.562649355,-0.035943799,0.198633344,0.102077087,0.451924274
ABCA5,-1.291445116,-1.795139247,-1.762583395,-0.995033478,-0.439230897,0.011387908,0.725514159
ABCA7,-4.830670728,-4.440005496,-3.861798159,-2.793083812,0.30254341,0.202843411,0.989644928
ABCB1,-0.604046846,-0.254397288,-0.346156875,-0.631909535,0.238808299,-0.015501691,-0.241635226
ABCB10,0.511259164,1.738449954,1.605588223,1.453763445,1.215988923,-0.08219881,-0.144136679
ABCB4,-1.623298505,-1.567575419,-1.494227959,-0.246446307,0,0,0
ABCB6,2.397190879,1.770673505,2.139440944,2.167026695,-0.422167651,0.047287002,0.031374533
ABCB7,0.287726147,0.362909094,0.471059307,1.461761885,0.058272721,0.034474515,0.941835808
ABCB8,0.621629983,0.720784721,0.87485975,0.430832674,0.082972536,0.060529424,-0.418819695
ABCB9,-1.096750971,-0.151167704,-0.219531378,0.842144859,0.657652106,-0.006502405,0.852810257
ABCC1,-0.080586105,-0.050173371,-0.052980371,0.308875086,0.027186432,-0.001251663,0.347545939
ABCC10,-0.667806235,-0.823633455,-0.589357932,-0.912727072,-0.127449658,0.084204036,-0.303135429
ABCC11,-0.538281413,-0.713013974,-0.166386599,0.340162391,-0.039405093,0,0.213097894
ABCC2,-1.081116698,-2.19666417,-2.183566683,-2.471835658,-0.81582376,0.001159409,-0.203248538
ABCC3,-1.407245657,-1.841672792,-1.657453855,-1.807386845,-0.017719653,0.0007571,-0.021839209
ABCC4,1.811843624,1.966415322,1.605132727,0.661953913,0.120392759,-0.121659972,-0.883259929
ABCC5,-0.138785169,-0.148107277,0.056445699,0.363531448,-0.006735988,0.084909578,0.291860956
ABCC6,-2.04507177,-1.92907082,-2.282122056,-1.467390152,0.045801356,0,0.302431388
ABCD1,-0.603863464,-0.665565427,-0.497512876,-0.259837915,-0.037721883,0.027614188,0.191246724
ABCD2,-3.016909055,-2.526696343,-2.04255863,-0.199227268,0.325728224,0.075862579,1.722551715
ABCD3,1.273005389,1.404786378,1.488641249,0.944847775,0.116920539,0.041561091,-0.524393858
ABCD4,-0.276588296,-0.457773819,-0.557712828,-0.622952953,-0.156368426,-0.043131757,-0.060474948
ABCE1,1.921531034,1.756896072,1.620842415,0.829737301,-0.145434707,-0.062155694,-0.762090543
ABCF1,2.110647444,1.692670056,1.643096443,0.896196877,-0.358185274,-0.017148912,-0.702558325
ABCF2,3.084199976,2.858949926,2.725354926,1.273948409,-0.185534359,-0.044599767,-1.394581073
ABCF3,0.1708326,-0.339564419,-0.465068241,-0.946717808,-0.450543133,-0.045268089,-0.455738377
ABCG1,-2.146989094,-0.666042984,-1.827578834,-0.343272452,1.345890249,-0.48940031,1.294666935
ABCG2,-0.201135264,0.738464419,1.441079858,0.649268228,0.450884783,0.036877963,-0.456126582
ABCG4,1.103284631,1.451926786,1.948001644,2.28307479,0,0,0
ABHD1,-2.018862929,-2.163493039,-1.888297987,-1.783332687,-0.044037248,0.012668235,0.039592485
ABHD10,0.132113112,0.498809403,0.585175484,0.75322304,0.332063368,0.042113329,0.159480066
ABHD11,0.734562834,0.949151152,1.052996068,-0.454722477,0.181623203,0.040479263,-1.472269385
ABHD12,-0.232377973,-0.112615242,-0.112692928,-0.300772817,0.107086128,-3.30E-05,-0.178291216
ABHD13,-1.926041821,-2.406242474,-2.474840323,-3.10435884,-0.398283674,-0.020417768,-0.578997274
ABHD14A,-0.170524518,-0.576813551,-0.305269065,-0.869651785,-0.303590186,0.060591228,-0.505064663
ABHD14B,-1.775846061,-0.754716046,-0.594311975,-0.466155986,0.997664687,0.074880836,0.116988755
ABHD15,0.227221834,0.488964677,0.54117499,0.26063001,0.175201073,0.009286831,-0.230788591
ABHD16A,0.011734983,-0.242363444,-0.346247972,-0.03904423,-0.204845632,-0.031990489,0.280363205
ABHD16B,0.960618478,0.549493948,0.849484433,0.603129189,-0.276358854,0.046999568,-0.192372405
ABHD17A,-0.71104966,-0.705194451,-0.727214869,-0.67947198,0.005337176,-0.00782954,0.040281295
ABHD17B,-0.608677356,-0.559369695,-0.689046085,-0.205828519,0.037530108,-0.032166016,0.433207745
ABHD17C,3.315895844,3.855419752,4.230485299,3.457958589,0.384967588,0.077948803,-0.670374404
ABHD18,-0.541845045,-0.200777915,-0.195451915,0.491805944,0.302671584,0.00233324,0.664132695
ABHD2,2.019236939,1.752018758,1.72969315,1.09712919,-0.218974343,-0.007112719,-0.586468705
ABHD3,-0.761246815,-0.45465399,-0.05919631,-0.342152919,0.252027502,0.145113892,-0.261961502
ABHD4,-0.826015765,-0.30955533,0.15460413,1.492265759,0.376447481,0.092817222,1.236647776
ABHD5,-0.02203589,0.190653233,0.242752779,-0.10726748,0.175599755,0.017960742,-0.326842931
ABHD6,1.805306727,1.855305354,2.101380797,1.476030789,0.030699619,0.052901566,-0.542500891
ABHD8,-0.309469943,-0.780321577,-0.433871396,0.51500804,-0.3871269,0.105768232,0.896424684
ABI1,-1.289509251,-1.483044936,-1.644286798,-1.163214858,-0.162601303,-0.062559304,0.452707703
ABI2,-1.62780609,-0.76869374,-0.604789394,-0.074071556,0.834679214,0.084324385,0.514121782
ABI3,3.139269448,3.64112702,3.632433183,3.462618532,0.362243135,-0.001742468,-0.142840246
ABI3BP,0.091618708,-0.244121538,0.3681717,1.088543906,-0.102533113,0,0.370484152
ABITRAM,1.544489112,1.234263798,0.984866268,0.441064072,-0.249530231,-0.074092538,-0.497136011
ABL1,-0.43408357,0.092964987,-0.047078855,-0.515265819,0.498182874,-0.0773077,-0.456382364
ABL2,-1.606826855,-1.714984768,-1.908299159,-1.131819406,-0.08742515,-0.069297638,0.732504987
ABLIM1,-1.481481328,-1.54052527,-1.581721823,-0.954294724,-0.051524117,-0.019870143,0.605445992
ABLIM2,-2.285375814,-2.730094166,-1.894181967,-2.160589599,-0.115438946,0.025110736,-0.140305013
ABLIM3,-1.172647302,-1.214388391,-1.235880795,-1.152030919,0.018769356,-3.11E-05,0.000145377
ABR,-0.365016809,-0.118961796,-0.064983023,-0.219898498,0.220628047,0.025728547,-0.145679758
ABRACL,2.073052698,2.033171922,2.044185396,1.43353961,-0.035252268,0.004157428,-0.57628147
ABRAXAS1,-1.396523828,-1.235791286,-1.203523671,-0.517954017,0.132530757,0.01104839,0.645126434
ABRAXAS2,0.824935568,0.745721173,0.525347833,0.658200154,-0.064435037,-0.074072346,0.121442269
ABT1,-0.32460224,-0.513366636,-0.597372479,-1.140505695,-0.174535221,-0.049752178,-0.532248719
ABTB1,-3.247717826,-4.370697045,-4.095204954,-2.936209649,-1.037261785,0.067228256,1.066290961
ABTB2,1.982976131,1.494522539,0.838252379,-0.215510216,-0.251983197,-0.051583364,-0.761802264
ACAA1,0.016465552,0.03782737,0.115455069,0.230224312,0.018870764,0.038416143,0.106992688
ACAA2,1.099456282,1.998517723,2.143377704,2.520724804,0.845387541,0.049015629,0.351983114
ACACA,1.52567351,2.249348919,2.304528772,1.220791059,0.65763878,0.018654992,-1.02814606
ACACB,-4.209698046,-2.623088316,-2.278077684,-1.615828446,1.500660572,0.086035031,0.59182691
ACAD10,-1.283233777,-1.235164799,-0.875841187,-0.828564268,0.043138577,0.201988086,0.041568646
ACAD11,-1.00855714,-1.580154002,-1.301989914,0.001179689,-0.366967623,0.033495625,1.142582309
ACAD8,0.400800507,0.192288489,0.076880762,-0.250130031,-0.191155693,-0.062604949,-0.317764995
ACAD9,1.693776751,1.868679454,1.964263934,1.122124225,0.145860843,0.036821936,-0.801018157
ACADM,2.144456378,2.804970743,2.880962511,2.574755684,0.536816426,0.017452412,-0.260861005
ACADS,0.863043272,0.813107492,0.747739481,1.420806721,-0.040091841,-0.019835836,0.631420431
ACADSB,0.024976038,0.116403688,-0.301828216,-0.775092788,0.074833719,-0.169897215,-0.446536373
ACADVL,-0.586203739,0.083497617,0.114390044,1.086177333,0.573564633,0.00790268,0.905171592
ACAN,1.588067425,-0.42867833,-0.941980301,-1.628608909,-1.315897205,-0.012675743,-0.29053373
ACAP1,-2.714631155,-1.901682297,-1.884940591,-0.698221949,0.753685482,0.005552879,1.130926533
ACAP2,-0.777969687,-0.797059582,-0.707407967,-0.113609609,-0.015715615,0.035933275,0.565626809
ACAP3,-1.280825999,-0.7676123,-0.719373744,-0.254184114,0.406758086,0.011267783,0.412240072
ACAT1,1.941778661,2.624510614,2.724308852,2.852171987,0.64076271,0.045715943,0.118334555
ACAT2,1.790241535,2.347774819,2.269470089,2.112998866,0.485813797,-0.026798923,-0.136981722
ACBD3,-0.99459959,-1.157894891,-1.447209195,-0.89517459,-0.140824171,-0.131768176,0.526463208
ACBD4,-1.123500953,-1.101614663,-0.790967414,-0.170038711,0.016522367,0.06299105,0.544343401
ACBD5,-0.999152877,-1.066666126,-1.017177111,-0.539795117,-0.054870577,0.017646289,0.447370542
ACBD6,-0.228446616,-1.375553522,-1.449996628,-2.075649992,-0.90346618,-0.007051567,-0.468328873
ACBD6.1,0.230021779,-0.100606641,-0.314140125,-0.01407275,-0.30708966,-0.121593414,0.29108575
ACBD7,0.156477385,1.435952989,0.717582821,1.508774462,1.075398724,-0.091740839,0.636053506
ACCS,-3.154612308,-2.499872519,-2.290329598,-1.333764949,0.363574663,0.017755002,0.6944564
ACD,1.821249427,1.760934219,1.8615808,1.567623211,-0.051856734,0.037511417,-0.270559544
ACE,-3.006906768,-2.54943799,-4.728280362,-2.98889185,0.138262921,0,0.502130991
ACER1,-4.621047807,-4.827023097,-3.584060546,-4.975297178,-0.04915063,0.034882932,-0.559766732
ACER2,-1.413868692,-0.441178024,0.269064083,0.661523076,0.745715861,0.113009058,0.322797036
ACER3,-0.567353994,-0.126080322,-0.1807687,-0.019595247,0.395369813,-0.023256864,0.149035215
ACIN1,-0.443147483,-0.704153558,-0.865701767,-0.901880542,-0.213663235,-0.054584892,-0.034658284
ACKR2,0.29226528,1.804534113,3.070724321,4.104149812,0.881860443,0.072904791,0.532132183
ACKR3,-0.348058389,0.754709992,1.521361252,1.791220691,0.73503675,0.069919486,0.205088552
ACKR4,-2.631409504,-1.346743496,-2.218682027,-0.847856857,0.751300842,-0.049629452,0.915808383
ACLY,2.135738778,2.787566253,2.638982523,2.075778229,0.615974787,-0.07536602,-0.542375536
ACO1,1.5270385,2.824344144,2.829437424,3.075064959,1.237679627,0.001333266,0.216968978
ACO2,1.279701013,1.353952693,1.552231345,1.272828328,0.06035464,0.073811664,-0.256343965
ACOT1,-0.812763496,-0.627225613,-1.09402521,-2.004808082,0.129158122,-0.097380913,-0.80242884
ACOT11,0.911368331,2.663798269,2.588043317,2.898744004,1.364209013,-0.004997557,0.198517245
ACOT13,1.857932871,1.757636877,1.845096444,2.005874876,-0.082391285,0.027865931,0.147959652
ACOT2,0.24842941,-0.185703387,-0.436121362,-1.302878166,-0.343459098,-0.063022591,-0.79766439
ACOT4,2.713099749,1.487989536,2.019636328,1.78626398,-1.032644083,0.063196158,-0.158141639
ACOT7,3.956030563,4.543774511,4.682565384,4.215171085,0.559972029,0.082370978,-0.456497295
ACOT8,0.083893607,-0.203778498,0.233816991,0.826669925,-0.237554423,0.167906655,0.560416732
ACOT9,1.385610709,2.184119503,2.140555161,2.620974734,0.696634894,-0.010736917,0.432279232
ACOX1,0.723570164,0.659156576,0.737631916,0.641514139,-0.055278373,0.031927283,-0.085171285
ACOX3,0.78500024,1.200524967,1.122157237,1.387290929,0.341014244,-0.023610807,0.244165478
ACOXL,0.841529704,0.541443441,0.282347732,0.027104124,-0.125717509,-0.01224766,-0.140730469
ACP1,0.558931498,0.402534453,0.220072165,-0.201906096,-0.144349263,-0.108000639,-0.412239392
ACP2,1.894651541,0.992175244,1.100259611,0.476753295,-0.85748379,0.036780343,-0.583132728
ACP4,-0.689083851,-0.863833802,-1.570990502,-1.803231277,-0.077558643,-0.049008421,-0.157233075
ACP5,-1.56111078,-1.518656411,-1.286078378,0.967587011,0.028802437,0.032037998,2.176782253
ACP6,0.254550953,0.050762863,0.291928594,0.956182961,-0.150405109,0.055542138,0.60388043
ACRBP,-3.591445419,-3.817212842,-4.063329414,-2.243972053,-0.067397289,-0.009098878,1.097188117
ACRV1,3.770203252,4.585019996,4.63866692,3.628228659,0.220507318,0,-0.463921057
ACSBG1,-0.45530277,-1.851441088,-0.833953451,-0.262095022,-0.446666787,0,0.21753254
ACSBG2,-0.531829994,0.433345687,0.221281646,0.697205774,0.417375792,0,0.27593843
ACSF2,-1.687004359,-0.429633603,-0.185345377,1.545668919,1.135758619,0.040264877,1.638784564
ACSF3,-0.555045371,-0.460850415,-0.193390559,0.091690861,0.080460779,0.113656787,0.269578727
ACSL1,0.890650824,1.623904512,1.410872693,1.159689644,0.671684607,-0.075657274,-0.227378742
ACSL3,-0.132841224,0.711019234,0.357162086,-0.059162548,0.799094776,-0.1426203,-0.392179744
ACSL4,2.070625966,2.406346864,2.387410011,2.229301081,0.262536475,-0.005366727,-0.134345441
ACSL5,1.364192445,1.400271448,1.427130498,0.957136452,0.030392468,0.011730579,-0.448080022
ACSL6,-2.456531637,-2.443666331,-1.798620068,-3.424772255,0.014350108,0.082190074,-1.381553626
ACSM1,-3.094397215,-3.557403072,-2.562320564,-1.280512834,-0.067634696,0,0.436489354
ACSM3,-1.762527979,-0.477447944,-0.045133744,1.139220923,1.182318713,0.080387909,1.073629884
ACSS1,-0.886495554,-0.805636345,-0.454576398,-0.312525914,0.061421085,0.096345349,0.121273586
ACSS2,-0.832629077,-0.205588674,-0.110962478,1.016556436,0.431813088,0.01266787,0.974513683
ACTA2,0.099155371,-0.43858519,0.722830294,1.306473252,-0.320150722,0.304186587,0.464763542
ACTB,2.196864562,2.438195481,2.544145721,2.718371353,0.201563135,0.040134691,0.160245816
ACTG1,1.557000268,1.869077853,1.849420461,2.083366092,0.253228773,-0.006285505,0.215234523
ACTG1P17,-1.973788611,-1.869669306,-1.605578113,-0.139304647,0.049464981,0.014123881,1.076946974
ACTG2,0.961561931,0.707792379,1.012860001,2.377472715,0,0,0
ACTL10,3.714628841,3.132004006,3.211429912,0.968135917,-0.399151359,0.011262809,-2.086492891
ACTL6A,2.939604994,3.064174677,3.076991932,2.339348487,0.107746493,0.005984697,-0.709254528
ACTN1,0.16210264,0.179934746,0.302126277,0.308981708,0.011073162,0.026955012,0.008688448
ACTN1.DT,-4.124167914,-3.46754102,-3.746015229,-4.063160555,0.110766356,0,-0.039044019
ACTN2,1.522537269,1.363785303,1.154833984,1.285415867,0,0,0
ACTN3,-1.942088377,-0.719605739,-1.159317477,-0.43535159,0,0,0
ACTN4,2.283246676,2.651691573,2.778950465,2.475918054,0.325376331,0.056372697,-0.285469725
ACTR10,0.185422244,-0.061412329,-0.061664308,0.043905622,-0.218787729,-0.000109362,0.096935546
ACTR1A,1.23135829,1.168043875,1.140095955,0.841840304,-0.055786311,-0.012458425,-0.282266023
ACTR1B,0.255030022,-0.453177664,-0.201460164,0.141685018,-0.672307792,0.119353406,0.329346919
ACTR2,1.161211482,1.030807435,0.962913534,1.212064345,-0.11982688,-0.038146141,0.242684284
ACTR3,1.558853774,1.45830127,1.420433509,1.500347813,-0.089632665,-0.01794424,0.074600517
ACTR3B,1.594917829,1.46024035,1.164113168,0.501954345,-0.110282799,-0.100788626,-0.615825773
ACTR3C,0.221836887,-0.512397503,-0.638009977,-1.556341767,-0.517527838,-0.014801347,-0.744219803
ACTR5,-0.26943116,-0.843484128,-0.867339653,-1.176402909,-0.51019618,-0.008382571,-0.289853443
ACTR6,0.176460986,-0.084751905,-0.024893344,0.467166019,-0.238089851,0.03034542,0.478472681
ACTR8,1.054186733,0.885485726,0.755661627,0.60612572,-0.146230055,-0.054920067,-0.135762027
ACTRT3,3.31071178,3.472515299,3.425072816,1.658625626,0.049361945,-0.003536268,-1.276888424
ACVR1,-0.966506575,-0.71350843,-0.870439145,-0.037225457,0.162933155,-0.02378276,0.708925992
ACVR1B,0.131419198,-0.299271617,-0.318741512,-0.71125477,-0.379913426,-0.007454265,-0.372710805
ACVR1C,-2.93484756,-3.209739193,-2.817312224,-1.081540892,-0.134942186,0.038579251,1.496983089
ACVR2A,-0.409048818,-1.940157456,-1.965569338,-1.523669354,-1.377709433,-0.002669467,0.32306719
ACVR2B,-1.170879674,-0.97952338,-0.794977778,-0.088328927,0.147121033,0.049952828,0.650758225
ACVR2B.AS1,-2.239045421,-2.168332256,-1.698448235,-1.96411664,0.033869629,0,-0.136330313
ACY1,2.413787151,2.174338539,2.358090808,1.497215074,-0.162602119,0.029194245,-0.716266361
ACY3,-0.432271283,-0.441129103,0.28756772,0.167478609,0.000920956,0,-0.05238085
ACYP1,0.141425172,0.787375609,1.408829059,1.657332299,0.549965444,0.251434633,0.226937555
ACYP2,-0.523815542,-1.072960086,-0.736956271,-0.881423033,-0.399854774,0.060409805,-0.124621012
ADA,-1.391199603,0.007118651,0.265573521,1.404665405,1.333003147,0.056854373,1.051877306
ADA2,-5.442199976,-4.127605304,-3.744940227,-3.673161526,1.11404613,0.052646399,0.060162269
ADAD2,0.324860153,-0.099665045,0.547687626,0.097112092,-0.17554005,0.032679559,-0.258962208
ADAL,1.02035701,1.431917958,1.519237742,1.228207077,0.330326533,0.024520214,-0.256706059
ADAM10,-0.498460852,-0.389342897,-0.207629196,0.528191746,0.101794332,0.115250746,0.724213647
ADAM11,-1.071409844,-1.298263217,-0.908518979,-0.571001541,-0.074447754,0,0.169233048
ADAM12,-0.006933777,-0.639470033,-0.032793952,0.035340883,-0.151522878,0,0.023196941
ADAM15,1.205116276,1.935669455,1.731083054,2.075969421,0.661160116,-0.068036887,0.321495936
ADAM17,0.124092017,-0.523685812,-0.541322646,-0.601096241,-0.573511341,-0.005336403,-0.055209774
ADAM19,1.673937537,2.653046829,1.359626285,3.960924817,0.298863873,-0.039530185,1.44494072
ADAM21,-0.490696669,1.062127285,2.176977299,0.966896513,0.541817669,0,-0.490403638
ADAM22,-1.228673979,-0.962656311,-0.623856605,-0.138842938,0.166374737,0.049878628,0.396832981
ADAM23,-2.297526644,-2.407009172,-1.714702792,-1.545170053,-0.026532637,0,0.075529969
ADAM8,-0.063534891,0.614512941,0.289284077,1.21736424,0.547034631,-0.068202405,0.839038809
ADAM9,1.597144285,3.145583718,3.022677863,2.768652502,1.462616368,-0.026448232,-0.211225093
ADAMTS1,-0.05009218,-0.610447002,-0.630642919,0.940164558,-0.138047968,0,0.6293447
ADAMTS10,-5.155496183,-4.934823355,-5.11788325,-3.889607531,0.120052088,-0.01959149,0.991697156
ADAMTS13,-2.72478812,-2.399044008,-1.84771995,-0.722971466,0.148334781,0.035507256,0.774988064
ADAMTS14,0.23425054,0.321937816,0.155431481,1.988294282,0.017908449,0,0.757088617
ADAMTS17,-2.52879122,-3.574681056,-2.773214245,-4.104805153,-0.705308967,0.081557585,-0.979226743
ADAMTS4,0.467769319,1.116139946,0.652350832,1.691372015,0.373126348,-0.042966154,0.81544823
ADAMTS6,-2.997966174,-2.754127614,-2.268951886,-1.434265786,0.102905092,0.025726316,0.501082526
ADAMTS7,0.053231021,0.483377681,0.770032706,4.446336953,0.139476147,0.009284514,3.022380901
ADAMTSL2,-4.209148915,-4.146834959,-4.143423395,-1.664920857,0.019085472,0.000163372,1.532473648
ADAMTSL4,-0.834052049,-1.887517115,-2.400408829,-1.66157957,-0.523050743,-0.021894504,0.377948736
ADAMTSL5,-1.400979089,-1.842813624,-1.505892345,-1.551806538,-0.254546992,0.037692507,-0.045087575
ADAP1,2.63655565,2.167591452,2.474643483,1.679432979,-0.320198387,0.047670417,-0.65562476
ADAR,0.796542528,0.606287286,0.580029547,0.567183453,-0.159523461,-0.009604138,-0.009446314
ADARB1,-0.123793568,-0.04909804,0.264887406,0.198268779,0.063401434,0.126852216,-0.058400651
ADARB2,-0.754459917,-1.475162009,-2.083377986,-1.456405977,-0.192462391,-0.011423535,0.181718914
ADAT1,0.129391635,0.580501225,0.879970946,0.138699101,0.391381243,0.118247818,-0.70361692
ADAT2,0.362140778,0.347312718,0.309394506,0.605145896,-0.013547159,-0.013716449,0.277856915
ADAT3,1.647979831,2.199668861,1.828999777,1.230656801,0.340287117,-0.046184771,-0.454602665
ADCK1,0.849761655,-0.202141535,0.219540682,-1.422155469,-1.009397536,0.150492462,-1.594474069
ADCK2,-0.081366246,0.339369277,0.419606024,0.486251855,0.391003084,0.042688981,0.061800594
ADCK5,0.131750871,0.051262421,0.116334228,-0.331857639,-0.062076838,0.016982031,-0.408111215
ADCY1,-0.3708931,0.19603994,1.181158081,2.503908296,0.151892156,0,0.54706847
ADCY10P1,-2.432088176,-3.796609571,-3.612825372,-3.506488323,-0.996199953,0.012952549,0.074775444
ADCY3,0.480430548,1.767064594,1.458917394,0.338940904,1.235301026,-0.089028595,-1.048303758
ADCY4,-3.75713784,-3.425337423,-4.557376793,-2.28927154,0.104839754,-0.029301274,1.224318548
ADCY5,0.284241451,-0.5182372,-0.186926239,-0.628028785,-0.299116406,0,-0.22040168
ADCY6,0.123954534,-1.100670699,-0.659981782,0.412594774,0,0,0
ADCY7,-1.585325771,-1.229414242,-1.046136531,-1.151379484,0.295956565,0.060159792,-0.096567172
ADCY9,-0.685395793,-0.843537352,-0.456379166,0.739548411,-0.104377004,0.074006595,1.08919231
ADD1,-0.480601156,-0.683339625,-0.787628008,-0.766459263,-0.191512224,-0.069073077,0.018359835
ADD2,0.670908131,0.96072266,1.153165541,1.980547646,0.197773765,0.035736532,0.73246873
ADD3,-3.135128465,-2.916868901,-2.612353582,-1.644884877,0.177940267,0.103902157,0.90845898
ADD3.AS1,-0.81822266,-0.92893175,-0.879420049,-0.712585557,0,0,0
ADGRA2,0.702320941,0.065678743,0.591502073,2.449500184,-0.280955503,0.025238244,1.436449409
ADGRA3,2.313179131,2.226570269,2.179251764,1.388568177,-0.067127765,-0.011348837,-0.710101189
ADGRB1,-2.731625832,-2.768827668,-2.678292902,-1.58560768,-0.010362907,0.007567923,0.824217986
ADGRB2,-2.352508404,-0.45713773,-0.851299575,0.983704473,0.866932744,0,1.179784079
ADGRE1,-1.793657825,-1.774888341,-1.470869838,-0.903728439,0.015509765,0.031104104,0.415603935
ADGRE2,0.062775262,-0.228047277,-0.7835507,-0.621096571,-0.175917621,-0.075164332,0.116470976
ADGRE4P,-3.489524492,-4.377833535,-4.296908207,-2.768631351,-0.521323905,0.006077227,1.192957282
ADGRE5,-0.378078573,-0.532638241,-0.809673636,-0.60539493,-0.115012717,-0.074427797,0.175912589
ADGRF3,-0.185595423,0.635187488,0.638746152,0.70010922,0.601194762,0.00040597,0.05512063
ADGRG1,-0.802450269,-0.841964604,-0.419796188,0.61488837,-0.011736346,0.024154491,0.702279368
ADGRG3,-0.811730467,-1.630625777,-1.910589356,-0.315728306,-0.162011571,0,0.439768196
ADGRG5,-0.279498349,1.072871884,1.060779191,2.013057727,1.071409734,-0.001063025,0.718856059
ADGRG6,1.017481797,1.468492642,2.484037817,2.565840159,0.250950929,0.193503425,0.071553011
ADGRL1,-0.828562598,-0.929132248,-1.501896127,-0.970325786,-0.072184891,-0.167004821,0.469744035
ADGRL1.AS1,-0.698060702,-1.154155308,-1.580225668,-1.396421297,-0.310774547,-0.067123802,0.137987655
ADH5,0.942745242,0.744235453,0.815019424,0.877573968,-0.170033901,0.028102464,0.058231039
ADH6,-1.404926875,-2.545584227,-1.486581827,-2.514182989,-0.357999616,0,-0.435970293
ADHFE1,-3.628347881,-4.624488127,-4.290581275,-2.05437655,-0.4838999,0.015607413,1.860457917
ADI1,-0.204090713,0.193841142,0.095955426,-0.584285301,0.361652025,-0.045885357,-0.658682331
ADIPOR1,-0.393617488,-0.248504085,-0.108538259,-0.189698771,0.131360308,0.073135175,-0.075079853
ADIPOR2,1.776769622,2.18444099,1.970889265,1.430754216,0.374510121,-0.114571664,-0.521677982
ADIRF,-4.80659824,-3.189111716,-3.410895389,-2.288273952,0.528490269,-0.006297787,0.5309698
ADK,1.199266557,1.289982113,1.182862063,1.134761582,0.077445806,-0.046068313,-0.041210527
ADM,-0.169521409,-1.382680045,0.780829481,3.764321911,-0.226378152,0.021402373,0.506400004
ADM2,3.674543061,2.440895392,2.547716425,3.436411982,-1.082161369,0.015381336,0.732439378
ADM5,0.564612691,0.075478071,-0.465599968,-1.869206527,-0.322309156,-0.077415192,-1.21760175
ADNP,0.220292871,0.373797537,0.180153581,0.425538089,0.140347802,-0.114433668,0.238999953
ADNP.AS1,-0.965447607,-0.87535281,-1.002526866,-0.633276363,0.058275186,-0.019421246,0.296310903
ADNP2,-1.771646974,-1.510043387,-1.869681609,-1.824597617,0.232323152,-0.18429111,0.038501299
ADO,1.066855856,0.759592387,0.68246495,0.566711256,-0.263356281,-0.029136053,-0.102604929
ADORA2A,0.654524161,0.128162596,0.445772072,-0.086887144,-0.281523684,0.024769316,-0.369189152
ADORA2A.AS1,-1.411969237,-2.159158492,-1.58986833,-1.180340122,-0.331156907,0.029792556,0.228346941
ADORA2B,0.942439872,1.700011164,1.889891919,2.258741529,0.364095227,0.011052192,0.241345203
