names,B_A,C_A,D_A,E_A,C_B,D_C,E_D
S100A1,0.155844354,0.704790302,0.349303402,0.048544112,0.387782048,0,0.365422164
S100A10,9.81E-18,0.255090584,0.321041463,6.10E-07,2.08E-12,0.308764041,0.000230741
S100A11,2.11E-67,2.18E-100,1.36E-117,1.42E-137,3.92E-05,0.37347888,0.047968546
S100A13,0.362400808,0.883246923,0.960442086,0.085298764,0.370269571,0.980055209,0.127442804
S100A2,0.179626786,0.03890438,0.022698155,0.008158119,0,0,0
S100A4,7.14E-44,1.30E-15,5.48E-12,0.228398644,3.04E-08,0.751450473,1.15E-07
S100A5,0.286698726,0.479773455,0.773132267,0.178657257,0.111185351,0.922494341,0.359246405
S100A6,6.74E-17,2.69E-05,2.70E-05,0.240232315,0.000241504,1,2.04E-07
S100A8,0.594665976,0.000544359,0.000997368,0.000463114,0.010178528,0.974398971,0.876031505
S100A9,0.329591764,5.30E-05,2.52E-05,0.009105699,0.0063996,0.968811618,0.126040899
S100B,1.48E-51,1.11E-39,3.50E-36,7.79E-30,0.059019157,0.86036559,0.293807408
S100P,0.556371767,0.173483304,0.224726326,0.832806123,0.568425642,0.975221908,0.399354829
S100PBP,3.78E-08,6.40E-06,0.006127042,0.723988931,0.47040353,0.487286954,0.032263252
S100Z,0.064775597,0.004901316,0.010616588,6.04E-05,0.327004104,0,0.060347542
S1PR1,1.18E-21,5.71E-22,2.52E-16,0.000223269,0.969515512,0.624626012,4.26E-05
S1PR2,2.04E-14,3.91E-08,9.63E-07,2.81E-05,0.068167256,0.885930241,0.589589152
S1PR3,9.71E-05,0.000180606,6.43E-06,1.81E-05,0.850040754,0.627875961,0.773583273
S1PR4,0.207167177,0.75143436,0.545136076,0.149445625,0.46288839,0.948770397,0.056302032
S1PR5,5.24E-10,3.32E-10,7.62E-12,8.92E-07,0.919711008,0.787873695,0.018763319
SAAL1,1.41E-12,2.26E-36,3.46E-32,8.30E-20,2.26E-07,0.827121835,0.014956583
SAC3D1,3.60E-47,9.16E-75,3.34E-82,5.98E-68,3.04E-10,0.543375282,0.004556037
SACM1L,0.963879917,2.91E-06,1.12E-06,0.000230822,1.17E-05,0.972422856,0.349062188
SACS,1.72E-40,3.85E-55,7.90E-40,3.25E-19,0.056919033,0.263188068,0.000107195
SAE1,3.88E-09,1.81E-26,2.98E-22,1.67E-13,2.07E-05,0.792311792,0.046793204
SAFB,7.75E-07,0.002041716,0.123783285,0.02268467,0.136540367,0.574568112,0.000236611
SAFB2,0.031319111,0.008226141,9.56E-06,3.13E-15,0.754571448,0.487286954,0.001904891
SALL2,6.92E-08,0.787455984,0.912143243,0.023451202,7.33E-08,0.92814112,0.02753728
SALL4,0.548073091,0.449952581,0.27745961,0.049095274,0.236053612,0,0.438968362
SAMD1,0.003807806,0.000381126,0.000295478,0.83676634,0.657389637,0.989758271,0.001595764
SAMD10,0.678947899,0.026288227,0.46176163,0.092161422,0.017266419,0.58954327,0.443003742
SAMD12,4.22E-46,1.35E-42,5.90E-38,7.96E-29,0.683075478,0.789851189,0.090783287
SAMD13,0.126384738,0.011773587,0.000333264,0.005112951,0.405786071,0.695841456,0.470235552
SAMD14,0.008071906,0.043210024,0.004654142,0.601025087,0.642461046,0.81674175,0.03818819
SAMD15,0.002538172,0.003712549,0.008195853,0.780260201,0.906460466,0,0.004933383
SAMD3,3.06E-25,5.89E-26,4.85E-22,5.67E-14,0.911212627,0.792311792,0.06050419
SAMD4A,3.22E-15,1.64E-06,2.03E-07,8.48E-09,0.00456486,0.931253099,0.658533332
SAMD4B,0.714335071,0.800950219,0.418643248,0.043480475,0.623166591,0.891509701,0.316247348
SAMD8,9.94E-68,3.51E-51,1.09E-53,7.78E-20,0.05019495,0.936935556,3.31E-09
SAMD9,0.121169021,0.077523206,0.628114908,0.946821546,0.900239963,0.666569338,0.651334944
SAMD9L,0.00853733,0.871688782,0.119149689,0.048766714,0.031843225,0.60867453,0.764911084
SAMHD1,1.08E-18,1.39E-18,5.18E-13,1.70E-19,0.982196789,0.570060834,0.128275449
SAMM50,1.41E-79,1.60E-69,1.67E-61,9.96E-34,0.322130236,0.74597333,2.68E-05
SAMSN1,8.95E-45,2.13E-26,4.35E-18,1.03E-41,0.003108873,0.42363052,7.04E-06
SAMSN1.1,0.000185827,0.001557396,8.78E-05,1.37E-06,0.548149246,0,0.234200519
SANBR,0.975237387,0.005829877,0.000134227,0.000474613,0.010083806,0.742151864,0.812483724
SAP130,2.55E-05,0.955077814,0.388117762,0.680481088,0.000133785,0.807686302,0.25079969
SAP18,0.945033284,1.05E-06,1.60E-07,4.72E-16,4.06E-06,0.941280604,0.010941845
SAP25,6.02E-64,3.39E-93,2.31E-95,1.27E-64,0.000239631,0.95652349,7.38E-05
SAP30,4.94E-17,3.79E-35,5.49E-35,9.53E-43,4.75E-06,0.994923341,0.130538997
SAP30BP,6.75E-05,2.69E-07,1.46E-10,5.86E-20,0.396422473,0.694407359,0.015930116
SAP30L,1.11E-11,2.77E-13,2.31E-16,5.65E-14,0.733957691,0.803557836,0.612658764
SAP30L.AS1,1.00E-06,2.67E-06,0.000201556,0.003998943,0.899453164,0.764647029,0.502057207
SAPCD2,1.01E-26,1.95E-62,6.53E-55,8.78E-42,2.07E-15,0.58954327,0.010490318
SAR1A,1.62E-06,5.97E-10,2.94E-18,3.60E-45,0.295061563,0.243821149,5.58E-07
SAR1B,6.00E-08,6.73E-09,1.10E-06,1.08E-16,0.811392829,0.795612536,0.002049695
SARAF,7.74E-118,1.27E-146,1.03E-155,9.92E-143,0.023750169,0.83027214,0.369663159
SARDH,0.036937047,0.019263126,0.033594622,0.69368437,0.880389588,0.967701846,0.134693756
SARM1,0.016639461,1.06E-06,4.82E-07,0.77966933,0.036147059,0.975221908,5.96E-06
SARNP,1.74E-11,1.09E-20,2.71E-21,6.20E-22,0.028106863,0.976599807,0.911472352
SARS1,9.09E-20,4.62E-12,3.24E-14,4.24E-21,0.075372976,0.870218831,0.121367983
SARS2,1.73E-18,3.76E-32,1.63E-27,4.45E-33,0.006807725,0.78718663,0.35486331
SART1,0.143181806,0.010850571,8.86E-05,3.47E-06,0.000164307,0.64938142,0.585481916
SART3,2.61E-15,1.26E-14,3.01E-16,2.24E-09,0.899437303,0.922922348,0.06176052
SASH3,0.01037124,9.22E-20,1.50E-21,2.57E-10,1.35E-09,0.92814112,0.004369245
SASS6,1.35E-14,2.72E-38,1.88E-32,3.32E-32,5.36E-07,0.735241979,0.983004149
SAT1,6.71E-16,2.79E-16,1.24E-13,0.762242985,0.951451498,0.836814046,9.72E-14
SAT2,2.85E-32,4.95E-39,1.14E-40,3.58E-15,0.3180631,0.952975775,1.66E-07
SATB1,4.35E-31,4.43E-19,9.52E-22,0.001129826,0.025357247,0.874735596,4.22E-09
SATB2,0.081918538,0.773736362,0.333442939,0.06808308,0,0,0
SAV1,0.001303118,0.100472413,0.162708141,0.024848267,0.208632791,0.958654945,0.504553187
SAXO2,0.816384108,0.50418173,0.569175944,0.134391389,0.757465305,0,0.440908461
SAYSD1,1.20E-15,2.14E-29,2.34E-28,6.68E-29,0.004892241,0.967847135,0.938599644
SBDS,1.97E-92,7.39E-84,1.60E-93,7.11E-131,0.467242817,0.746725504,0.000455188
SBDSP1,1.14E-29,1.20E-33,2.39E-39,9.83E-63,0.592735879,0.774153843,0.001054524
SBF1,0.000251857,1.56E-05,0.000623742,6.61E-06,0.659581139,0.803557836,0.388416797
SBF2,3.69E-06,3.86E-08,3.55E-06,0.154333027,0.534562803,0.811300056,3.90E-09
SBF2.AS1,9.44E-35,1.20E-23,1.71E-27,2.05E-14,0.032839255,0.79468511,0.001351194
SBK1,1.06E-05,0.001427507,0.004985901,0.206146878,0.358141211,0.936935556,9.28E-05
SBNO1,0.911968469,0.146838296,0.818150428,0.519487665,0.277972888,0.679610704,0.446251046
SBNO2,0.319630135,0.959414565,0.166786087,0.716149541,0.393707021,0.630390564,0.111507204
SBSPON,0.21899344,0.010646663,0.056991065,0.009191206,0.291063608,0.862663113,0.584019723
SC5D,0.091644337,0.692183177,0.554642577,0.021003751,0.299353079,0.969320695,0.137350539
SCAF1,1.83E-18,1.84E-26,7.88E-28,2.26E-09,0.134222464,0.952975775,4.62E-06
SCAF11,4.19E-11,0.000329456,9.78E-06,1.43E-06,0.010430197,0.823450891,0.772749248
SCAF4,1.44E-09,2.01E-11,0.00017354,0.283207713,0.654478782,0.123701243,0.016519951
SCAF8,4.38E-08,1.55E-16,1.23E-24,1.87E-21,0.020375435,0.414706401,0.59530213
SCAI,1.74E-35,2.58E-27,1.86E-25,5.09E-12,0.205416869,0.933665991,0.001496025
SCAMP1,7.38E-25,2.28E-12,3.26E-17,1.57E-05,0.00426572,0.624626012,0.000151851
SCAMP1.AS1,0.112397476,5.33E-13,1.70E-11,7.90E-07,1.87E-07,0.910379298,0.123433892
SCAMP2,0.000887172,0.291991853,0.170982616,0.07826413,3.66E-05,0.947089105,0.775424435
SCAMP3,8.05E-96,1.07E-58,5.60E-44,6.95E-24,2.18E-05,0.316269416,0.000431504
SCAMP4,2.22E-17,1.72E-27,3.15E-31,3.75E-12,0.039769577,0.832396001,7.62E-06
SCAMP5,4.70E-05,0.117363503,0.095345312,0.245942792,0.027698906,0.981169016,0.006475852
SCAND1,4.53E-15,5.60E-22,3.89E-21,3.92E-39,0.155229766,0.970296377,0.000902327
SCAP,2.59E-06,0.131405631,0.415644258,0.743040031,0.005512401,0.854330046,0.711495823
SCAPER,1.37E-25,1.72E-29,2.30E-20,0.02378319,0.54958151,0.385061578,4.33E-11
SCARB1,1.06E-19,1.77E-51,8.53E-45,2.98E-33,5.15E-09,0.74779332,0.070472524
SCARB2,2.06E-59,3.92E-44,6.19E-42,4.01E-28,0.039035037,0.936175707,0.019391601
SCARF1,0.335493778,0.000265987,9.95E-05,1.26E-10,1.01E-05,0.95717929,0.012983065
SCARF2,1.63E-19,9.95E-23,3.23E-21,1.34E-12,0.027797864,0.452778631,0.004838995
SCARNA10,0.375819182,0.212106942,0.706949587,0.36782735,0.055839395,0,0.663509755
SCARNA12,0.680300513,1.95E-05,6.96E-07,3.12E-16,1.01E-05,0.857548982,0.001811558
SCARNA2,4.12E-05,3.28E-05,2.62E-06,7.46E-09,0.965476386,0.884103112,0.254825327
SCARNA21,0.572965967,0.001709498,0.010605917,0.063242065,0.018718221,0,0.535447059
SCARNA22,0.082918337,0.000273019,0.000736908,0.000126721,0.053324367,0,0.609983323
SCARNA5,0.000194144,0.009861693,0.000228744,0.016422365,0.218174333,0,0.154645564
SCARNA6,5.08E-06,1.56E-07,8.97E-08,2.35E-05,0.357687509,0,0.064545296
SCARNA9,0.000210507,0.448761895,0.667202435,0.079324328,0.00890441,0.942239881,0.040132612
SCARNA9.1,0.008891374,0.032831518,0.235264714,0.551791577,0.676451605,0,0.640228199
SCAT1,0.443523055,0.951494255,0.6567103,0.083511317,0.49638396,0.92814112,0.262081778
SCCPDH,4.31E-41,5.77E-50,1.33E-49,3.74E-44,0.255343591,0.991329397,0.50018557
SCD,4.69E-52,1.77E-163,5.12E-162,2.01E-151,4.28E-34,0.977722863,0.473953945
SCD5,0.961549869,9.26E-07,3.83E-08,3.20E-12,1.47E-06,0.858056892,0.128275449
SCFD1,5.13E-21,1.55E-08,2.17E-07,0.000199165,0.000935558,0.920105047,0.233481642
SCFD2,3.84E-13,4.36E-05,4.42E-05,0.418223707,0.005960734,1,2.03E-06
SCG5,0.724186399,0.008606314,0.033689663,0.000236406,0.028706704,0,0.09533566
SCGB2B2,5.41E-05,0.00027367,0.003888473,0.000122069,0.788477603,0.830592739,0.441560031
SCIMP,0.104592588,0.204282503,0.322292175,0.734914941,0,0,0
SCIN,0.453986075,0.707458056,0.494579933,0.186269564,0.334159665,0,0.599801449
SCIRT,0.513257735,0.000841486,0.000509288,0.000834942,0.007987236,0,0.899614164
SCLT1,0.722303866,0.000195999,3.37E-07,2.61E-13,0.00246699,0.638220767,0.052112425
SCLY,0.067161796,0.02419848,0.020324356,0.055535722,0,0,0
SCMH1,0.418100028,1.60E-05,3.89E-06,0.007055623,9.62E-07,0.949973253,0.101659602
SCML1,4.51E-86,7.03E-60,3.27E-44,7.94E-37,0.002124837,0.262186685,0.300230756
SCML2,5.08E-21,1.36E-19,5.43E-23,5.40E-15,0.802410162,0.803557836,0.05186519
SCML4,2.70E-36,3.32E-25,8.85E-22,1.60E-22,0.068294214,0.832417234,0.898274232
SCN11A,0.02539107,0.188468872,0.511687545,0.065939171,0.448433698,0,0.30810716
SCN1B,0.000145144,0.003585864,0.002015219,0.0001537,0.493517802,0.973417728,0.576959074
SCN2A,0.909546494,0.839779667,0.033043267,0.033903177,0,0,0
SCN3A,0.140520537,0.538496024,0.438153147,0.165886109,0,0,0
SCN4A,0.771467435,0.052964028,0.002706266,0.000229053,0.133724487,0,0.490615965
SCN4B,0.063226149,0.008466778,0.000532733,1.02E-07,0.498719743,0,0.009254496
SCN5A,0.449106268,0.063473414,0.024696682,0.028503451,0.339468729,0,0.969473237
SCN8A,5.85E-09,0.000326791,0.015561775,0.12364047,0.050466415,0.709820514,0.486150329
SCNM1,0.879667617,0.290253987,0.863976228,0.853795448,0.303265003,0.789730369,0.993276463
SCNN1A,3.59E-07,0.004347147,0.000474598,0.064062583,0.042181262,0.868055331,0.157840728
SCNN1D,2.91E-15,2.21E-20,2.66E-17,1.30E-08,0.278736098,0.823301167,0.013173741
SCO1,1.60E-07,1.48E-23,3.36E-19,0.000102611,1.48E-05,0.764647029,2.10E-06
SCO2,2.37E-05,0.000191815,0.000391367,0.004309435,0.658820018,0.964419284,0.513979225
SCOC,5.61E-31,1.56E-46,1.27E-56,2.49E-63,0.017010567,0.569384821,0.444594224
SCOC.AS1,0.134677327,0.803618778,0.384205962,0.334696186,0.302112464,0.865644295,0.946766833
SCP2,3.45E-22,5.74E-33,4.55E-29,4.37E-41,0.060076858,0.833915358,0.049958904
SCPEP1,0.001970648,0.039869327,0.001154614,0.587410456,0.432915501,0.710085389,0.000244519
SCRIB,5.72E-40,6.32E-40,3.07E-45,2.63E-18,0.991935307,0.803674564,5.70E-07
SCRN1,0.128604347,0.250523921,0.868245254,0.175723864,0.799979665,0.768099406,0.172575119
SCRN2,0.000908718,0.00468111,0.00041973,0.049871607,0.739375113,0.860880271,0.197677735
SCRN3,4.58E-06,2.35E-06,1.82E-07,8.68E-05,0.930701518,0.911186309,0.278858371
SCUBE3,0.522451673,0.46482892,0.328879966,0.726946547,0.231759526,0,0.614722551
SCX,0.014837486,3.70E-06,1.30E-07,3.31E-06,0.066289301,0.863255785,0.614979543
SCYL1,4.95E-17,9.58E-19,7.09E-16,2.52E-07,0.771116853,0.835255026,0.01001678
SCYL2,0.49726044,0.529193604,0.210878953,0.823431145,0.263491042,0.87450219,0.186069748
SCYL3,1.12E-06,0.001493207,0.000614274,0.012158825,0.171588205,0.959942164,0.467804127
SDAD1,5.04E-47,4.33E-29,1.32E-22,0.000775487,0.005152298,0.627548114,1.39E-09
SDC1,0.653828559,0.241158543,0.001459548,8.75E-06,0.574368697,0,0.136773431
SDC3,5.82E-06,2.58E-06,3.62E-05,0.086374747,0.880495001,0.815771152,0.003904592
SDC4,4.53E-47,1.71E-53,1.70E-56,2.62E-47,0.319576038,0.892332007,0.120260343
SDCBP,4.34E-71,2.22E-69,1.39E-73,1.96E-37,0.886095517,0.905127802,7.14E-07
SDCBP2.AS1,0.632580971,0.018125191,0.000785167,0.043282525,0.008955511,0.776979194,0.262234221
SDCCAG8,3.08E-15,1.81E-21,1.49E-08,0.006418047,0.192694394,0.018947644,0.008805842
SDE2,7.34E-39,6.97E-40,8.52E-46,2.79E-37,0.917083211,0.78718663,0.245134082
SDF2,0.005277051,0.488853773,0.162438903,0.467114535,0.075893218,0.847233195,0.605794682
SDF2L1,9.75E-48,1.05E-32,1.69E-34,0.000379277,0.024092547,0.943164157,3.26E-17
SDF4,1.31E-10,0.01087319,0.021584287,0.076523585,0.000642698,0.959439432,0.707406966
SDHA,0.000678303,8.39E-05,4.33E-05,8.35E-10,0.730661891,0.974871216,0.080106145
SDHAF1,6.63E-33,1.43E-30,4.15E-30,5.99E-22,0.751307742,0.981169016,0.111092851
SDHAF2,0.007901485,0.338438393,0.248490141,0.001891081,0.000744872,0.970296377,0.090817847
SDHAF3,1.36E-55,6.78E-58,3.19E-58,3.68E-41,0.809803218,0.993052455,0.008963714
SDHAF4,0.19260709,2.08E-08,1.15E-15,1.76E-28,5.90E-05,0.23627265,0.003016229
SDHAP1,4.82E-30,1.20E-10,4.79E-21,5.84E-10,6.72E-06,0.12334652,0.003977439
SDHB,4.36E-21,4.00E-26,7.43E-25,2.65E-15,0.393371262,0.953571319,0.038270145
SDHC,5.17E-109,3.11E-92,2.26E-102,4.51E-77,0.130475289,0.732191368,0.007303974
SDHD,5.50E-60,3.09E-49,1.07E-51,8.22E-42,0.207436189,0.936935556,0.190510816
SDK1,8.42E-09,0.052313954,0.321041463,2.08E-06,0.000383898,0.78718663,2.23E-08
SDK2,1.43E-19,2.06E-14,8.00E-12,0.004717291,0.179408051,0.810471076,0.00024206
SDR39U1,0.498614735,0.003990648,0.001408356,0.002205123,0.064980002,0.948770397,0.932076391
SDR42E1,4.90E-08,5.36E-07,1.15E-06,5.39E-10,0.76372456,0.974658508,0.255002483
SDR42E2,0.000358432,0.000120289,6.45E-05,0.00211396,0.807110188,0,0.326021561
SEC11A,0.168636058,0.050892748,0.045797063,1.12E-05,0.699415267,0.994060944,0.035364393
SEC11C,5.04E-32,1.38E-08,1.99E-06,3.42E-05,1.43E-08,0.795841623,0.660898672
SEC13,3.10E-31,1.85E-25,7.26E-22,1.36E-11,0.365053375,0.824635309,0.012168354
SEC14L1,0.006347215,0.218631201,0.344021211,6.24E-09,0.000211779,0.951827758,6.09E-06
SEC14L2,2.87E-19,8.71E-22,3.69E-25,4.39E-19,0.671453661,0.835255026,0.239462666
SEC14L5,0.007361514,0.007836669,0.022205494,0.9111246,0,0,0
SEC16A,1.11E-08,7.59E-09,2.11E-07,0.000382598,0.97434047,0.892880526,0.179510158
SEC1P,0.016428645,0.001146252,0.001805105,0.348560456,0.44690458,0,0.044187435
SEC22A,0.010672381,8.27E-05,0.000661031,0.00154492,0.277294749,0.90378894,0.864814089
SEC22B,3.68E-81,8.55E-66,5.61E-74,2.25E-68,0.104059474,0.754943719,0.584019723
SEC22C,1.59E-24,6.40E-10,3.44E-12,3.34E-18,0.00034538,0.835255026,0.144714983
SEC23A,0.894012506,0.569562638,0.460022253,1.82E-07,0.75526294,0.972512011,2.65E-05
SEC23B,8.78E-35,1.76E-37,8.69E-44,3.68E-47,0.751307742,0.754943719,0.678489395
SEC23IP,1.46E-60,1.25E-66,4.91E-69,2.36E-38,0.55226198,0.94709745,1.47E-05
SEC24A,0.249281334,0.000427252,0.022501125,5.27E-13,0.047341523,0.695841456,4.35E-06
SEC24B,2.96E-10,1.74E-08,1.54E-13,3.72E-05,0.645606732,0.505411816,0.003774605
SEC24B.AS1,0.017443868,0.000378882,0.000132777,0.000875577,0.351459057,0.953477549,0.691180172
SEC24C,3.85E-33,1.38E-21,6.68E-24,9.52E-25,0.041664682,0.906626636,0.887626604
SEC24D,8.62E-27,8.02E-23,4.64E-24,2.89E-51,0.514562512,0.953317698,2.41E-06
SEC31A,0.009124482,0.768056345,0.785660088,0.166759135,0.008665473,0.996445497,0.133413511
SEC31B,3.05E-20,5.55E-15,2.31E-10,0.831560726,0.278729333,0.605545663,6.64E-09
SEC61A1,5.27E-20,4.68E-26,1.77E-18,8.20E-05,0.293172948,0.489889011,9.49E-06
SEC61A2,7.32E-06,0.095249847,0.050168415,0.175783482,0.015125016,0.951256204,0.001390204
SEC61B,5.57E-56,4.46E-38,1.06E-34,1.60E-18,0.013672768,0.884103112,0.001541609
SEC61G,1.40E-18,1.57E-05,5.73E-05,4.28E-05,6.18E-05,0.951115561,0.959131736
SEC62,1.49E-07,3.74E-10,9.69E-12,5.39E-09,0.470514592,0.905059592,0.459801528
SEC63,0.099163326,0.247306453,0.00185754,0.002952489,0.730327327,0.41350322,0.931137309
SECISBP2,3.87E-45,1.71E-82,1.05E-77,1.16E-120,2.36E-06,0.892470328,1.04E-05
SECISBP2L,2.05E-23,6.24E-32,5.57E-30,3.72E-20,0.157892253,0.936935556,0.06437318
SECTM1,2.10E-28,4.82E-21,1.40E-17,4.03E-32,0.145255943,0.789851189,0.001054783
SEH1L,9.27E-136,2.24E-138,9.62E-127,8.93E-57,0.879565201,0.734028426,1.17E-15
SEL1L,1.72E-19,7.66E-09,2.23E-07,2.19E-16,0.00495623,0.891737964,0.006791998
SEL1L3,2.35E-14,0.000196834,0.005648534,0.445267574,0.000587885,0.790969398,0.08317901
SELENOF,1.87E-17,2.41E-06,2.98E-05,0.000397822,0.000894025,0.905059592,0.649871735
SELENOH,1.63E-39,8.00E-36,8.64E-49,2.37E-32,0.644734128,0.342517435,0.011852782
SELENOI,7.16E-15,8.77E-21,2.50E-10,0.005027413,0.228445374,0.11512203,3.36E-19
SELENOK,2.52E-19,9.57E-36,2.75E-36,1.23E-43,0.002526898,0.982399591,0.298529681
SELENOM,3.13E-24,2.41E-40,1.53E-41,1.02E-37,0.004504561,0.969561904,0.585516541
SELENON,0.004685574,0.004979225,0.000627851,3.54E-07,0.983946328,0.887622719,0.162282303
SELENOO,0.063583333,0.001023323,0.001318298,0.00505691,0.274542466,0.987219778,0.777781265
SELENOP,0.652391162,0.942695305,0.146814199,0.166966333,0.774012394,0,0.95955002
SELENOS,3.83E-08,0.018545368,0.16964231,0.804896009,0.006447587,0.783234101,0.141237565
SELENOT,0.006436704,7.42E-13,1.77E-11,3.70E-26,7.88E-05,0.926905875,0.00047029
SELENOW,1.42E-18,8.94E-06,4.86E-05,4.50E-14,0.000102187,0.936935556,0.001686522
SELL,0.092903093,0.011023467,0.461741464,0.234219133,0.542985402,0.463509642,0.074769816
SELP,6.06E-09,1.89E-07,0.000114825,0.054965094,0.653911951,0.622918555,0.092618286
SELPLG,0.000229015,0.609993386,0.387152266,0.044407942,0.005126852,0.595357374,0.346830691
SEM1,9.47E-60,4.32E-40,1.37E-33,1.85E-31,0.007352996,0.716381404,0.775319758
SEMA3A,5.33E-09,0.017924311,0.083401433,0.161553216,6.20E-05,0.870682353,0.00263338
SEMA3B,0.044170034,0.001437417,0.012647312,0.56316242,0.329101459,0.83027214,0.003786046
SEMA3F,0.161124121,0.001707751,0.042583752,0.258616999,0.094012429,0,0.003626127
SEMA3G,0.854908445,0.204990053,0.271183663,0.330738308,0,0,0
SEMA4A,2.50E-13,4.37E-26,6.92E-29,9.14E-41,0.001409491,0.868055331,0.024454643
SEMA4B,0.198433348,0.059615342,0.041081192,0.219806229,0.67926957,0.974398971,0.520514243
SEMA4C,7.80E-28,8.69E-08,4.25E-12,1.59E-06,2.58E-07,0.569500312,0.070987961
SEMA4D,0.201742632,4.37E-06,1.70E-06,2.13E-06,0.004176972,0.972422856,0.986754603
SEMA4F,0.93192341,0.003645914,0.012804027,0.105403526,0.006434613,0.929129487,0.493820787
SEMA4G,0.880877005,0.592703484,0.626541602,0.030253097,0.78199926,0.729046829,0.010752565
SEMA5A,0.210201091,0.210298134,0.209721103,0.262771916,0,0,0.930997916
SEMA6A,1.53E-10,2.93E-15,3.86E-20,2.06E-12,0.170942418,0.494546202,0.013282619
SEMA6C,6.16E-07,0.000301517,0.001350403,0.020427413,0.282980415,0.931998712,0.489877255
SEMA7A,6.55E-88,1.43E-89,3.85E-69,8.97E-47,0.908770058,0.197998576,0.002187044
SENCR,1.88E-05,0.381219112,0.776765896,0.352155382,0.00101359,0.876444991,0.600743591
SENP1,3.99E-08,1.18E-10,1.38E-09,1.37E-07,0.497058072,0.936935556,0.561593099
SENP2,0.108380251,0.542824559,0.096667742,5.39E-09,0.046067834,0.261503629,0.000114402
SENP3,5.92E-15,1.18E-11,1.47E-12,0.14689552,0.439423296,0.950795121,7.42E-08
SENP5,0.000152788,0.466887656,0.005543799,0.000578942,0.007105519,0.374032898,0.614722551
SENP6,0.000338608,3.32E-08,8.40E-10,6.28E-10,0.123672426,0.887622719,0.97178526
SENP7,3.62E-96,1.74E-110,3.52E-72,4.55E-24,0.196459606,0.00189833,6.93E-14
SENP8,2.04E-11,2.94E-10,1.94E-12,4.20E-10,0.69844096,0.764649791,0.366268242
SEPHS1,9.26E-17,9.92E-33,3.16E-30,4.95E-16,0.001570028,0.914495834,0.002925489
SEPHS2,2.59E-10,9.47E-09,6.72E-08,0.744632834,0.692142604,0.944298566,1.89E-06
SEPSECS,1.10E-13,2.98E-05,1.67E-06,0.043335841,0.004805669,0.885962384,0.014143135
SEPTIN1,0.141878112,0.142278801,0.947909189,0.258616999,0.992502822,0.604570607,0.363643208
SEPTIN10,0.013670583,0.825669,0.065043691,0.001187001,0.013397893,0.491877858,0.215060723
SEPTIN11,8.91E-13,9.18E-37,1.82E-37,1.61E-26,4.02E-07,0.977722863,0.069233385
SEPTIN2,2.95E-83,1.86E-86,6.20E-78,1.69E-38,0.815506807,0.776656275,1.06E-07
SEPTIN3,0.916444792,1.47E-06,4.48E-07,2.79E-12,7.93E-07,0.951827758,0.024193242
SEPTIN4,0.054827774,0.067643211,0.090760507,0.377977574,0.946910056,0,0.51244417
SEPTIN6,7.00E-15,4.64E-10,1.19E-10,2.45E-08,0.22947139,0.970296377,0.521562541
SEPTIN7,0.893405045,0.034120885,0.031334412,0.004530597,0.094745126,0.995961617,0.603514677
SEPTIN8,6.74E-14,2.01E-24,2.16E-24,3.97E-32,0.020301245,0.998657068,0.167812927
SEPTIN9,2.15E-13,2.51E-05,1.74E-06,0.001337503,0.007649327,0.89951458,0.201231607
SERAC1,6.26E-10,2.93E-16,2.59E-15,2.84E-20,0.076463842,0.951115561,0.235853416
SERBP1,3.01E-40,1.61E-42,8.89E-41,1.18E-21,0.813539686,0.951827758,0.000653819
SERF1A,0.966565657,0.001879229,3.07E-06,2.05E-12,0.004434169,0.571149402,0.038742263
SERF1B,0.910091939,0.000493161,2.42E-07,2.04E-15,0.00242635,0.525619922,0.013618418
SERF2,0.787997182,0.0869076,0.00024681,4.91E-07,0.083570187,0.418855645,0.264313646
SERGEF,5.15E-09,1.27E-06,0.000117287,0.209332935,0.466252609,0.783234101,0.021329826
SERHL,1.50E-06,1.50E-11,6.70E-06,0.154062212,0.081567057,0.260155405,0.00552763
SERHL2,4.61E-05,0.00174793,5.69E-05,5.08E-08,0.487936093,0.803557836,0.241705879
SERINC1,4.53E-43,2.54E-65,5.08E-75,3.33E-44,0.004578095,0.69508478,6.89E-05
SERINC2,0.634433295,0.63284047,0.578270824,0.094956331,0.998247627,0,0.31400782
SERINC3,0.008594031,0.270610233,0.013939719,1.47E-15,0.222119496,0.644607172,2.41E-07
SERINC4,4.08E-14,3.94E-13,4.71E-10,7.95E-06,0.850283606,0.761366446,0.133903222
SERINC5,9.23E-102,1.88E-73,6.03E-62,4.45E-26,0.003816545,0.586398289,1.77E-08
SERP1,0.370104471,0.247504993,0.628360505,0.002569839,0.873348875,0.860009656,0.023261598
SERP2,0.000209474,4.23E-06,2.19E-05,3.73E-06,0.201850146,0.867189279,0.576264522
SERPINA1,1.73E-06,3.70E-05,0.01170095,0.697440557,0.402923724,0.454937298,0.058463287
SERPINB1,1.79E-21,0.038055888,0.000940558,0.180656881,2.74E-12,0.701361827,7.48E-06
SERPINB6,4.07E-18,9.24E-05,5.75E-06,0.675111243,1.77E-05,0.883552079,0.000136439
SERPINB8,0.015883196,0.071258595,0.455075214,3.79E-08,0.666341814,0.183427596,8.62E-06
SERPINB9,0.585566198,7.67E-06,0.000157924,5.42E-11,2.22E-06,0.861349582,0.014060579
